development-plan,development-plan-status,notes,end-date,entry-date,start-date
4f7371c0-5815-4ccc-a6ac-9a684de38898,submitted,,2011-05-31,2020-07-13,
4f7371c0-5815-4ccc-a6ac-9a684de38898,published,,2011-01-27,2020-07-13,
4f7371c0-5815-4ccc-a6ac-9a684de38898,sound,,2012-10-01,2020-07-13,
4f7371c0-5815-4ccc-a6ac-9a684de38898,adopted,,2012-10-31,2020-07-13,
dabf2ff2-4aba-4065-b2a3-1601c2743ae3,published,,2019-01-17,2020-07-13,
8224e195-a24e-4e10-a1f0-e40721f2e250,submitted,,2015-08-03,2020-07-13,
8224e195-a24e-4e10-a1f0-e40721f2e250,published,,2015-01-30,2020-07-13,
8224e195-a24e-4e10-a1f0-e40721f2e250,sound,,2017-03-14,2020-07-13,
8224e195-a24e-4e10-a1f0-e40721f2e250,adopted,,2017-04-20,2020-07-13,
9132b9e3-f3b8-4a11-822d-ee288294313e,submitted,,2010-11-29,2020-07-13,
9132b9e3-f3b8-4a11-822d-ee288294313e,published,,2010-08-12,2020-07-13,
9132b9e3-f3b8-4a11-822d-ee288294313e,sound,,2011-05-26,2020-07-13,
9132b9e3-f3b8-4a11-822d-ee288294313e,adopted,,2011-07-11,2020-07-13,
79c434af-fe88-4968-957f-a354a762ef4d,submitted,,2006-08-31,2020-07-13,
79c434af-fe88-4968-957f-a354a762ef4d,published,,2006-08-31,2020-07-13,
79c434af-fe88-4968-957f-a354a762ef4d,sound,,2007-10-04,2020-07-13,
79c434af-fe88-4968-957f-a354a762ef4d,adopted,,2007-12-13,2020-07-13,
949e2438-8d71-4be0-b5dc-67400e8607fc,submitted,,2010-12-03,2020-07-13,
949e2438-8d71-4be0-b5dc-67400e8607fc,published,,2010-09-20,2020-07-13,
949e2438-8d71-4be0-b5dc-67400e8607fc,sound,,2011-11-25,2020-07-13,
949e2438-8d71-4be0-b5dc-67400e8607fc,adopted,,2012-01-25,2020-07-13,
fa1fa437-3953-4667-899a-d3182c55ccfe,submitted,,2014-09-30,2020-07-13,
fa1fa437-3953-4667-899a-d3182c55ccfe,published,,2014-06-05,2020-07-13,
fa1fa437-3953-4667-899a-d3182c55ccfe,sound,,2016-06-20,2020-07-13,
fa1fa437-3953-4667-899a-d3182c55ccfe,adopted,,2016-07-11,2020-07-13,
67b93853-f801-43fd-ab35-7798b6071256,submitted,,2016-06-30,2020-07-13,
67b93853-f801-43fd-ab35-7798b6071256,published,,2016-02-01,2020-07-13,
67b93853-f801-43fd-ab35-7798b6071256,sound,,2017-11-06,2020-07-13,
67b93853-f801-43fd-ab35-7798b6071256,adopted,,2018-01-11,2020-07-13,
f77685f0-3166-4b2e-b668-e3cd71b871d8,submitted,,2011-02-23,2020-07-13,
f77685f0-3166-4b2e-b668-e3cd71b871d8,published,,2010-06-11,2020-07-13,
f77685f0-3166-4b2e-b668-e3cd71b871d8,sound,,2011-09-16,2020-07-13,
f77685f0-3166-4b2e-b668-e3cd71b871d8,adopted,,2011-10-17,2020-07-13,
c9cd8aa4-cfe3-4e7f-b81b-bb6dae5b620b,submitted,,2019-03-29,2020-07-13,
c9cd8aa4-cfe3-4e7f-b81b-bb6dae5b620b,published,,2018-09-04,2020-07-13,
d18d4eb8-3872-47bb-8fa0-e198affdcf1a,submitted,,2010-10-27,2020-07-13,
d18d4eb8-3872-47bb-8fa0-e198affdcf1a,published,,2010-08-04,2020-07-13,
d18d4eb8-3872-47bb-8fa0-e198affdcf1a,sound,,2012-01-04,2020-07-13,
d18d4eb8-3872-47bb-8fa0-e198affdcf1a,adopted,,2012-02-01,2020-07-13,
1fe0c26f-d9ae-46b3-93d8-d47d208af5c3,submitted,,2007-11-12,2020-07-13,
1fe0c26f-d9ae-46b3-93d8-d47d208af5c3,published,,2007-11-12,2020-07-13,
1fe0c26f-d9ae-46b3-93d8-d47d208af5c3,sound,,2008-08-22,2020-07-13,
1fe0c26f-d9ae-46b3-93d8-d47d208af5c3,adopted,,2008-12-16,2020-07-13,
9854a430-cc99-44e3-a7b8-328f7cbd09fb,submitted,,2018-10-31,2020-07-13,
9854a430-cc99-44e3-a7b8-328f7cbd09fb,published,,2018-08-23,2020-07-13,
9854a430-cc99-44e3-a7b8-328f7cbd09fb,sound,,2020-03-22,2020-07-13,
d52f82b7-2ab5-4489-87fe-fa9ef836e5fd,submitted,,2012-09-12,2020-07-13,
d52f82b7-2ab5-4489-87fe-fa9ef836e5fd,published,,2011-12-12,2020-07-13,
d52f82b7-2ab5-4489-87fe-fa9ef836e5fd,sound,,2014-01-02,2020-07-13,
d52f82b7-2ab5-4489-87fe-fa9ef836e5fd,adopted,,2014-03-26,2020-07-13,
e16df853-5eff-4b7a-b1cf-4390ef7ea592,submitted,,2018-06-29,2020-07-13,
e16df853-5eff-4b7a-b1cf-4390ef7ea592,published,,2018-02-27,2020-07-13,
e16df853-5eff-4b7a-b1cf-4390ef7ea592,sound,,2020-06-18,2020-07-13,
5a9b2069-4901-4bbc-9a8f-8a784211ed03,submitted,,2017-06-23,2020-07-13,
5a9b2069-4901-4bbc-9a8f-8a784211ed03,published,,2017-04-10,2020-07-13,
5a9b2069-4901-4bbc-9a8f-8a784211ed03,sound,,2019-01-29,2020-07-13,
5a9b2069-4901-4bbc-9a8f-8a784211ed03,adopted,,2019-03-08,2020-07-13,
24a89ae4-2592-4c6e-bfdc-f844a8f5b9a2,submitted,,2011-09-08,2020-07-13,
24a89ae4-2592-4c6e-bfdc-f844a8f5b9a2,published,,2011-03-14,2020-07-13,
24a89ae4-2592-4c6e-bfdc-f844a8f5b9a2,sound,,2012-10-17,2020-07-13,
24a89ae4-2592-4c6e-bfdc-f844a8f5b9a2,adopted,,2012-12-11,2020-07-13,
d12564e2-e7d4-4c42-ae45-823c50dbd2c9,submitted,,2019-01-14,2020-07-13,
d12564e2-e7d4-4c42-ae45-823c50dbd2c9,published,,2018-06-11,2020-07-13,
d12564e2-e7d4-4c42-ae45-823c50dbd2c9,sound,,2020-01-06,2020-07-13,
d12564e2-e7d4-4c42-ae45-823c50dbd2c9,adopted,,2020-01-30,2020-07-13,
9d615ee9-76df-4968-9dd2-c58eae902804,submitted,,2013-08-20,2020-07-13,
9d615ee9-76df-4968-9dd2-c58eae902804,published,,2013-01-15,2020-07-13,
9d615ee9-76df-4968-9dd2-c58eae902804,sound,,2014-06-11,2020-07-13,
9d615ee9-76df-4968-9dd2-c58eae902804,adopted,,2014-06-19,2020-07-13,
2259cad0-ee6d-44bf-99aa-1aba08dab7f0,submitted,,2010-08-20,2020-07-13,
2259cad0-ee6d-44bf-99aa-1aba08dab7f0,published,,2010-06-07,2020-07-13,
2259cad0-ee6d-44bf-99aa-1aba08dab7f0,sound,,2011-02-02,2020-07-13,
2259cad0-ee6d-44bf-99aa-1aba08dab7f0,adopted,,2011-03-17,2020-07-13,
2d208e84-641b-4bcc-9a6b-40627a3e8f68,submitted,,2013-06-06,2020-07-13,
2d208e84-641b-4bcc-9a6b-40627a3e8f68,published,,2012-06-25,2020-07-13,
2d208e84-641b-4bcc-9a6b-40627a3e8f68,sound,,2014-06-30,2020-07-13,
2d208e84-641b-4bcc-9a6b-40627a3e8f68,adopted,,2014-09-10,2020-07-13,
6a2d40d5-1f4c-4d69-a634-2be64dc0bae9,submitted,,2018-04-27,2020-07-13,
6a2d40d5-1f4c-4d69-a634-2be64dc0bae9,published,,2017-09-26,2020-07-13,
6a2d40d5-1f4c-4d69-a634-2be64dc0bae9,sound,,2019-06-18,2020-07-13,
6a2d40d5-1f4c-4d69-a634-2be64dc0bae9,adopted,,2019-07-02,2020-07-13,
4cb09287-7a8f-4aa6-9076-3c7466ad26ec,submitted,,2015-07-31,2020-07-13,
4cb09287-7a8f-4aa6-9076-3c7466ad26ec,published,,2015-02-10,2020-07-13,
4cb09287-7a8f-4aa6-9076-3c7466ad26ec,sound,,2016-09-14,2020-07-13,
4cb09287-7a8f-4aa6-9076-3c7466ad26ec,adopted,,2016-11-23,2020-07-13,
c39f1ea7-c037-429f-be7e-45d3f3ad928e,submitted,,2011-05-03,2020-07-13,
c39f1ea7-c037-429f-be7e-45d3f3ad928e,published,,2010-12-16,2020-07-13,
c39f1ea7-c037-429f-be7e-45d3f3ad928e,sound,,2014-06-24,2020-07-13,
c39f1ea7-c037-429f-be7e-45d3f3ad928e,adopted,,2014-07-10,2020-07-13,
46cd098f-c373-41d6-9996-664df6ff1ba7,submitted,,2012-07-10,2020-07-13,
46cd098f-c373-41d6-9996-664df6ff1ba7,published,,2012-02-20,2020-07-13,
46cd098f-c373-41d6-9996-664df6ff1ba7,sound,,2014-12-01,2020-07-13,
46cd098f-c373-41d6-9996-664df6ff1ba7,adopted,,2015-01-20,2020-07-13,
d1efd344-82c2-4844-a8e2-386ba0813dfb,submitted,,2012-02-28,2020-07-13,
d1efd344-82c2-4844-a8e2-386ba0813dfb,published,,2011-05-18,2020-07-13,
d1efd344-82c2-4844-a8e2-386ba0813dfb,sound,,2012-11-20,2020-07-13,
d1efd344-82c2-4844-a8e2-386ba0813dfb,adopted,,2013-01-30,2020-07-13,
5bfa79f8-b2e9-464e-b362-0b79272febff,submitted,,2018-06-22,2020-07-13,
5bfa79f8-b2e9-464e-b362-0b79272febff,published,,2018-03-29,2020-07-13,
5bfa79f8-b2e9-464e-b362-0b79272febff,sound,,2019-03-01,2020-07-13,
5bfa79f8-b2e9-464e-b362-0b79272febff,adopted,,2019-03-20,2020-07-13,
8cdb941a-41bd-4f84-8656-01f31b7f58a1,submitted,,2017-12-21,2020-07-13,
8cdb941a-41bd-4f84-8656-01f31b7f58a1,published,,2016-06-15,2020-07-13,
8cdb941a-41bd-4f84-8656-01f31b7f58a1,sound,,2019-01-02,2020-07-13,
8cdb941a-41bd-4f84-8656-01f31b7f58a1,adopted,,2019-02-21,2020-07-13,
e25988ed-d64e-4bcd-914f-38ddb7b0c83e,submitted,,2013-06-24,2020-07-13,
e25988ed-d64e-4bcd-914f-38ddb7b0c83e,published,,2012-06-01,2020-07-13,
e25988ed-d64e-4bcd-914f-38ddb7b0c83e,sound,,2015-08-14,2020-07-13,
e25988ed-d64e-4bcd-914f-38ddb7b0c83e,adopted,,2015-10-15,2020-07-13,
77371a69-8dc4-4cca-86ad-2b9654b5e6a1,submitted,,2012-10-30,2020-07-13,
77371a69-8dc4-4cca-86ad-2b9654b5e6a1,published,,2012-08-09,2020-07-13,
77371a69-8dc4-4cca-86ad-2b9654b5e6a1,sound,,2013-09-26,2020-07-13,
77371a69-8dc4-4cca-86ad-2b9654b5e6a1,adopted,,2013-10-16,2020-07-13,
252e87cd-a0d3-4a20-bcc4-b2e104996fa6,submitted,,2016-10-20,2020-07-13,
252e87cd-a0d3-4a20-bcc4-b2e104996fa6,published,,2016-03-31,2020-07-13,
252e87cd-a0d3-4a20-bcc4-b2e104996fa6,sound,,2017-09-29,2020-07-13,
252e87cd-a0d3-4a20-bcc4-b2e104996fa6,adopted,,2017-12-14,2020-07-13,
6f964803-73ae-4e23-b16b-8f795a2fd1f3,submitted,,2011-11-16,2020-07-13,
6f964803-73ae-4e23-b16b-8f795a2fd1f3,published,,2011-08-31,2020-07-13,
6f964803-73ae-4e23-b16b-8f795a2fd1f3,sound,,2012-08-30,2020-07-13,
6f964803-73ae-4e23-b16b-8f795a2fd1f3,adopted,,2012-10-30,2020-07-13,
b94bbcac-a9b9-48a2-a7c6-66430ecc983e,submitted,,2014-03-12,2020-07-13,
b94bbcac-a9b9-48a2-a7c6-66430ecc983e,published,,2013-09-30,2020-07-13,
b94bbcac-a9b9-48a2-a7c6-66430ecc983e,sound,,2016-12-16,2020-07-13,
b94bbcac-a9b9-48a2-a7c6-66430ecc983e,adopted,,2017-01-30,2020-07-13,
85edc099-3eee-4b89-9184-294530b10434,submitted,,2011-05-31,2020-07-13,
85edc099-3eee-4b89-9184-294530b10434,published,,2011-01-17,2020-07-13,
85edc099-3eee-4b89-9184-294530b10434,sound,,2011-12-01,2020-07-13,
85edc099-3eee-4b89-9184-294530b10434,adopted,,2012-03-01,2020-07-13,
caf26791-7db6-4b77-9afd-0b5b988009ac,submitted,,2013-04-09,2020-07-13,
caf26791-7db6-4b77-9afd-0b5b988009ac,published,,2012-11-13,2020-07-13,
caf26791-7db6-4b77-9afd-0b5b988009ac,sound,,2013-10-25,2020-07-13,
caf26791-7db6-4b77-9afd-0b5b988009ac,adopted,,2013-12-04,2020-07-13,
8f711fa3-3fd0-4fd3-8c24-1e553d858690,submitted,,2018-06-29,2020-07-13,
8f711fa3-3fd0-4fd3-8c24-1e553d858690,published,,2018-01-31,2020-07-13,
8f711fa3-3fd0-4fd3-8c24-1e553d858690,sound,,2020-02-25,2020-07-13,
8f711fa3-3fd0-4fd3-8c24-1e553d858690,adopted,,2020-05-27,2020-07-13,
c4960e3b-ad51-4d94-a886-0125d830ebba,submitted,,2014-12-15,2020-07-13,
c4960e3b-ad51-4d94-a886-0125d830ebba,published,,2014-02-17,2020-07-13,
c4960e3b-ad51-4d94-a886-0125d830ebba,sound,,2016-08-22,2020-07-13,
c4960e3b-ad51-4d94-a886-0125d830ebba,adopted,,2017-07-18,2020-07-13,
3566d0ae-643f-4ae4-85ec-fadfecaff610,submitted,,2013-12-18,2020-07-13,
3566d0ae-643f-4ae4-85ec-fadfecaff610,published,,2013-09-04,2020-07-13,
3566d0ae-643f-4ae4-85ec-fadfecaff610,sound,,2015-11-02,2020-07-13,
3566d0ae-643f-4ae4-85ec-fadfecaff610,adopted,,2015-11-19,2020-07-13,
36b8bb00-2be7-4242-89fa-1fd54ca7bff2,submitted,,2012-09-19,2020-07-13,
36b8bb00-2be7-4242-89fa-1fd54ca7bff2,published,,2012-05-21,2020-07-13,
36b8bb00-2be7-4242-89fa-1fd54ca7bff2,sound,,2014-05-12,2020-07-13,
36b8bb00-2be7-4242-89fa-1fd54ca7bff2,adopted,,2014-07-21,2020-07-13,
700c13cc-11f3-4b83-b7cd-c3b47e655842,published,,2019-04-15,2020-07-13,
90acde0a-70aa-4da3-a861-79f7970ff5dc,submitted,,2015-03-11,2020-07-13,
90acde0a-70aa-4da3-a861-79f7970ff5dc,published,,2014-10-17,2020-07-13,
90acde0a-70aa-4da3-a861-79f7970ff5dc,sound,,2015-12-23,2020-07-13,
90acde0a-70aa-4da3-a861-79f7970ff5dc,adopted,,2016-03-09,2020-07-13,
69d8a719-df50-4f2a-a6ce-3f905b07f1e3,submitted,,2010-07-12,2020-07-13,
69d8a719-df50-4f2a-a6ce-3f905b07f1e3,published,,2010-04-09,2020-07-13,
69d8a719-df50-4f2a-a6ce-3f905b07f1e3,sound,,2012-07-03,2020-07-13,
69d8a719-df50-4f2a-a6ce-3f905b07f1e3,adopted,,2012-07-16,2020-07-13,
12c83f26-092c-46db-95d0-7e79221d7799,submitted,,2018-01-23,2020-07-13,
12c83f26-092c-46db-95d0-7e79221d7799,published,,2017-09-22,2020-07-13,
12c83f26-092c-46db-95d0-7e79221d7799,sound,,2019-02-01,2020-07-13,
12c83f26-092c-46db-95d0-7e79221d7799,adopted,,2019-02-28,2020-07-13,
5e0e69fb-6794-428b-82e1-aa81dadad2c6,submitted,,2016-12-21,2020-07-13,
5e0e69fb-6794-428b-82e1-aa81dadad2c6,published,,2016-08-19,2020-07-13,
5e0e69fb-6794-428b-82e1-aa81dadad2c6,sound,,2018-02-01,2020-07-13,
5e0e69fb-6794-428b-82e1-aa81dadad2c6,adopted,,2018-02-20,2020-07-13,
868e439e-f1c0-41a1-b952-d9db2beb06c2,submitted,,2013-05-28,2020-07-13,
868e439e-f1c0-41a1-b952-d9db2beb06c2,published,,2013-01-11,2020-07-13,
868e439e-f1c0-41a1-b952-d9db2beb06c2,sound,,2016-02-04,2020-07-13,
868e439e-f1c0-41a1-b952-d9db2beb06c2,adopted,,2016-02-25,2020-07-13,
e569ebb4-652e-4da0-ab93-731bab522d90,submitted,,2013-01-25,2020-07-13,
e569ebb4-652e-4da0-ab93-731bab522d90,published,,2012-07-25,2020-07-13,
e569ebb4-652e-4da0-ab93-731bab522d90,sound,,2013-08-02,2020-07-13,
e569ebb4-652e-4da0-ab93-731bab522d90,adopted,,2013-11-13,2020-07-13,
230c6f1d-7a1c-4765-981f-4ef2850d3e5a,submitted,,2019-11-19,2020-07-13,
230c6f1d-7a1c-4765-981f-4ef2850d3e5a,published,,2019-06-19,2020-07-13,
44070104-6c42-4d20-8c1a-a4591317abf0,submitted,,2011-02-28,2020-07-13,
44070104-6c42-4d20-8c1a-a4591317abf0,published,,2010-12-13,2020-07-13,
44070104-6c42-4d20-8c1a-a4591317abf0,sound,,2011-07-20,2020-07-13,
44070104-6c42-4d20-8c1a-a4591317abf0,adopted,,2011-08-04,2020-07-13,
b2a226dd-f994-49c6-8b18-7e564c66d265,submitted,,2018-01-31,2020-07-13,
b2a226dd-f994-49c6-8b18-7e564c66d265,published,,2017-06-30,2020-07-13,
5c914e72-2d3c-4d5a-b85c-038d82b79e64,submitted,,2015-03-18,2020-07-13,
5c914e72-2d3c-4d5a-b85c-038d82b79e64,published,,2014-11-07,2020-07-13,
5c914e72-2d3c-4d5a-b85c-038d82b79e64,sound,,2016-11-30,2020-07-13,
5c914e72-2d3c-4d5a-b85c-038d82b79e64,adopted,,2016-12-14,2020-07-13,
8778ae29-5e6b-4fde-8245-e95b4574203a,submitted,,2018-03-28,2020-07-13,
8778ae29-5e6b-4fde-8245-e95b4574203a,published,,2017-10-16,2020-07-13,
8778ae29-5e6b-4fde-8245-e95b4574203a,sound,,2019-07-10,2020-07-13,
8778ae29-5e6b-4fde-8245-e95b4574203a,adopted,,2019-08-19,2020-07-13,
0e2b5875-0d92-4202-bff0-b717324eeb5d,submitted,,2013-06-27,2020-07-13,
0e2b5875-0d92-4202-bff0-b717324eeb5d,published,,2013-02-25,2020-07-13,
0e2b5875-0d92-4202-bff0-b717324eeb5d,sound,,2016-02-05,2020-07-13,
0e2b5875-0d92-4202-bff0-b717324eeb5d,adopted,,2016-03-24,2020-07-13,
a7e6d646-54de-45b6-9085-adb7808b9f56,submitted,,2011-12-19,2020-07-13,
a7e6d646-54de-45b6-9085-adb7808b9f56,published,,2011-07-25,2020-07-13,
a7e6d646-54de-45b6-9085-adb7808b9f56,sound,,2012-07-26,2020-07-13,
a7e6d646-54de-45b6-9085-adb7808b9f56,adopted,,2012-10-25,2020-07-13,
d405a621-d7b4-443d-a581-7321d257a772,submitted,,2012-10-31,2020-07-13,
d405a621-d7b4-443d-a581-7321d257a772,published,,2012-05-25,2020-07-13,
d405a621-d7b4-443d-a581-7321d257a772,sound,,2013-10-21,2020-07-13,
d405a621-d7b4-443d-a581-7321d257a772,adopted,,2014-02-19,2020-07-13,
17e834e2-dc3d-4c40-9d5d-874fa2df71ca,submitted,,2010-04-08,2020-07-13,
17e834e2-dc3d-4c40-9d5d-874fa2df71ca,published,,2010-01-07,2020-07-13,
17e834e2-dc3d-4c40-9d5d-874fa2df71ca,sound,,2010-10-20,2020-07-13,
17e834e2-dc3d-4c40-9d5d-874fa2df71ca,adopted,,2010-12-09,2020-07-13,
a9608242-297d-4865-aa47-c0f44b51f93b,submitted,,2020-04-30,2020-07-13,
a9608242-297d-4865-aa47-c0f44b51f93b,published,,2018-11-01,2020-07-13,
43ff978e-dedf-42cd-bff2-5b746c62ec70,submitted,,2015-07-14,2020-07-13,
43ff978e-dedf-42cd-bff2-5b746c62ec70,published,,2015-03-27,2020-07-13,
43ff978e-dedf-42cd-bff2-5b746c62ec70,sound,,2018-08-24,2020-07-13,
43ff978e-dedf-42cd-bff2-5b746c62ec70,adopted,,2018-09-27,2020-07-13,
52708857-29ec-4fc7-8c06-0e0654cc5303,submitted,,2015-01-30,2020-07-13,
52708857-29ec-4fc7-8c06-0e0654cc5303,published,,2014-05-16,2020-07-13,
52708857-29ec-4fc7-8c06-0e0654cc5303,sound,,2017-07-28,2020-07-13,
52708857-29ec-4fc7-8c06-0e0654cc5303,adopted,,2017-09-21,2020-07-13,
56ffcf42-1e88-4237-87a5-d6932011ae30,submitted,,2008-01-17,2020-07-13,
56ffcf42-1e88-4237-87a5-d6932011ae30,published,,2008-01-17,2020-07-13,
56ffcf42-1e88-4237-87a5-d6932011ae30,sound,,2009-03-03,2020-07-13,
56ffcf42-1e88-4237-87a5-d6932011ae30,adopted,,2009-04-15,2020-07-13,
9cd9b1e0-e19c-40ff-a367-b55da0a168ef,submitted,,2017-05-15,2020-07-13,
9cd9b1e0-e19c-40ff-a367-b55da0a168ef,published,,2016-08-30,2020-07-13,
1dc02551-0279-4da2-a0e0-14f22fce3893,submitted,,2011-09-02,2020-07-13,
1dc02551-0279-4da2-a0e0-14f22fce3893,published,,2011-02-10,2020-07-13,
1dc02551-0279-4da2-a0e0-14f22fce3893,sound,,2013-08-15,2020-07-13,
1dc02551-0279-4da2-a0e0-14f22fce3893,adopted,,2013-09-11,2020-07-13,
75bd4998-b822-4f62-84bc-7e6170b7f87b,submitted,,2018-12-21,2020-07-13,
75bd4998-b822-4f62-84bc-7e6170b7f87b,published,,2018-06-15,2020-07-13,
75bd4998-b822-4f62-84bc-7e6170b7f87b,sound,,2020-01-07,2020-07-13,
75bd4998-b822-4f62-84bc-7e6170b7f87b,adopted,,2020-01-30,2020-07-13,
ea1e8cf6-0017-412a-bacf-3816a3f8df5d,submitted,,2016-01-28,2020-07-13,
ea1e8cf6-0017-412a-bacf-3816a3f8df5d,published,,2015-07-28,2020-07-13,
ea1e8cf6-0017-412a-bacf-3816a3f8df5d,sound,,2016-12-15,2020-07-13,
ea1e8cf6-0017-412a-bacf-3816a3f8df5d,adopted,,2016-12-20,2020-07-13,
e678fd93-84a0-49f0-af8e-9bd339ea2d21,submitted,,2018-05-25,2020-07-13,
e678fd93-84a0-49f0-af8e-9bd339ea2d21,published,,2018-02-21,2020-07-13,
68988a3d-e798-47b4-84b0-a2ddfaa8eabf,submitted,,2011-08-04,2020-07-13,
68988a3d-e798-47b4-84b0-a2ddfaa8eabf,published,,2011-02-14,2020-07-13,
68988a3d-e798-47b4-84b0-a2ddfaa8eabf,sound,,2012-10-30,2020-07-13,
68988a3d-e798-47b4-84b0-a2ddfaa8eabf,adopted,,2012-11-28,2020-07-13,
7b18c2ee-2db5-481d-b79b-546395189b20,submitted,,2019-01-18,2020-07-13,
7b18c2ee-2db5-481d-b79b-546395189b20,published,,2018-08-13,2020-07-13,
5707f9cd-ba5a-4499-8a24-4e331173dfc7,submitted,,2010-01-08,2020-07-13,
5707f9cd-ba5a-4499-8a24-4e331173dfc7,published,,2009-08-12,2020-07-13,
5707f9cd-ba5a-4499-8a24-4e331173dfc7,sound,,2010-08-24,2020-07-13,
5707f9cd-ba5a-4499-8a24-4e331173dfc7,adopted,,2010-12-14,2020-07-13,
50bcfea0-7f33-47f6-aa0f-e041d9dc868e,submitted,,2017-03-23,2020-07-13,
50bcfea0-7f33-47f6-aa0f-e041d9dc868e,published,,2016-12-09,2020-07-13,
50bcfea0-7f33-47f6-aa0f-e041d9dc868e,sound,,2018-04-13,2020-07-13,
50bcfea0-7f33-47f6-aa0f-e041d9dc868e,adopted,,2018-05-22,2020-07-13,
46f938fa-79f8-461d-b9ed-7a3354d92e40,submitted,,2017-04-18,2020-07-13,
46f938fa-79f8-461d-b9ed-7a3354d92e40,published,,2016-12-06,2020-07-13,
46f938fa-79f8-461d-b9ed-7a3354d92e40,sound,,2018-03-23,2020-07-13,
46f938fa-79f8-461d-b9ed-7a3354d92e40,adopted,,2018-05-24,2020-07-13,
24a33892-8d79-44d6-aa65-f76596059269,submitted,,2012-05-08,2020-07-13,
24a33892-8d79-44d6-aa65-f76596059269,published,,2012-01-25,2020-07-13,
24a33892-8d79-44d6-aa65-f76596059269,sound,,2013-06-06,2020-07-13,
24a33892-8d79-44d6-aa65-f76596059269,adopted,,2013-07-05,2020-07-13,
f7455507-72b1-4513-af01-3ae610717999,submitted,,2019-03-29,2020-07-13,
f7455507-72b1-4513-af01-3ae610717999,published,,2019-01-14,2020-07-13,
2c041667-e350-44c5-83ec-78ea5e6f3b2d,submitted,,2009-02-20,2020-07-13,
2c041667-e350-44c5-83ec-78ea5e6f3b2d,published,,2008-11-14,2020-07-13,
2c041667-e350-44c5-83ec-78ea5e6f3b2d,sound,,2009-07-31,2020-07-13,
2c041667-e350-44c5-83ec-78ea5e6f3b2d,adopted,,2009-10-01,2020-07-13,
0da2ac86-8bf0-4c4b-bc48-2da92f46727f,submitted,,2018-03-27,2020-07-13,
0da2ac86-8bf0-4c4b-bc48-2da92f46727f,published,,2017-11-10,2020-07-13,
9243ef22-ee90-444a-acd4-bcf14b962695,submitted,,2013-02-28,2020-07-13,
9243ef22-ee90-444a-acd4-bcf14b962695,published,,2012-11-08,2020-07-13,
9243ef22-ee90-444a-acd4-bcf14b962695,sound,,2014-09-24,2020-07-13,
9243ef22-ee90-444a-acd4-bcf14b962695,adopted,,2014-10-09,2020-07-13,
721cea23-beb2-4cbf-8e8c-b1e1e7bde6cb,submitted,,2013-04-25,2020-07-13,
721cea23-beb2-4cbf-8e8c-b1e1e7bde6cb,published,,2013-01-07,2020-07-13,
721cea23-beb2-4cbf-8e8c-b1e1e7bde6cb,sound,,2014-09-05,2020-07-13,
721cea23-beb2-4cbf-8e8c-b1e1e7bde6cb,adopted,,2014-11-12,2020-07-13,
d8fff231-e5a6-48b0-b47d-37968cb0573f,submitted,,2018-08-09,2020-07-13,
d8fff231-e5a6-48b0-b47d-37968cb0573f,published,,2018-02-09,2020-07-13,
d8fff231-e5a6-48b0-b47d-37968cb0573f,sound,,2019-08-27,2020-07-13,
d8fff231-e5a6-48b0-b47d-37968cb0573f,adopted,,2019-09-11,2020-07-13,
b0c67350-039c-4410-9d82-b814b1e29668,submitted,,2017-08-11,2020-07-13,
b0c67350-039c-4410-9d82-b814b1e29668,published,,2016-11-14,2020-07-13,
b0c67350-039c-4410-9d82-b814b1e29668,sound,,2018-12-11,2020-07-13,
b0c67350-039c-4410-9d82-b814b1e29668,adopted,,2019-01-16,2020-07-13,
a418a33c-0b10-4493-8adf-12a820a125aa,submitted,,2010-03-15,2020-07-13,
a418a33c-0b10-4493-8adf-12a820a125aa,published,,2009-12-14,2020-07-13,
a418a33c-0b10-4493-8adf-12a820a125aa,sound,,2010-09-20,2020-07-13,
a418a33c-0b10-4493-8adf-12a820a125aa,adopted,,2010-11-10,2020-07-13,
d78c2bb3-f734-4adc-9cf9-3146a5c9f929,submitted,,2013-09-09,2020-07-13,
d78c2bb3-f734-4adc-9cf9-3146a5c9f929,published,,2013-02-19,2020-07-13,
d78c2bb3-f734-4adc-9cf9-3146a5c9f929,sound,,2014-05-13,2020-07-13,
d78c2bb3-f734-4adc-9cf9-3146a5c9f929,adopted,,2014-07-30,2020-07-13,
9ec2c91c-44b5-488c-af0a-0f8d0cdfd9ca,submitted,,2008-08-20,2020-07-13,
9ec2c91c-44b5-488c-af0a-0f8d0cdfd9ca,published,,2008-08-20,2020-07-13,
9ec2c91c-44b5-488c-af0a-0f8d0cdfd9ca,sound,,2009-10-27,2020-07-13,
9ec2c91c-44b5-488c-af0a-0f8d0cdfd9ca,adopted,,2010-01-29,2020-07-13,
17f4d075-1877-489c-8c6c-8a5a8b2068d1,submitted,,2011-07-21,2020-07-13,
17f4d075-1877-489c-8c6c-8a5a8b2068d1,published,,2011-04-04,2020-07-13,
17f4d075-1877-489c-8c6c-8a5a8b2068d1,sound,,2012-01-10,2020-07-13,
17f4d075-1877-489c-8c6c-8a5a8b2068d1,adopted,,2012-01-24,2020-07-13,
4e23eab5-e588-4b27-a3bc-5cb678926b11,submitted,,2014-09-16,2020-07-13,
4e23eab5-e588-4b27-a3bc-5cb678926b11,published,,2014-05-16,2020-07-13,
